200
7.91436	13.0508
0.824479	11.8793
8.99732	12.0732
6.93221	9.39869
4.43858	10.5157
13.4487	11.0117
2.16067	12.0379
0.67885	12.7525
3.1298	4.83425
5.90446	3.55674
9.02466	0.063735
3.60491	8.47194
9.22247	2.0215
9.89779	11.1739
9.86494	7.41868
12.5776	9.03508
4.33626	14.0443
1.92048	10.1088
14.1376	7.5969
0.899939	0.0732931
0.585781	12.1191
9.74035	13.4802
2.30618	10.7982
11.0363	5.31581
5.16305	10.431
3.22582	3.60522
6.66289	8.06825
7.48484	0.751371
6.29383	4.29232
0.643929	5.67613
2.33942	3.13043
7.80823	6.0855
10.4878	9.97857
13.8411	11.1304
10.241	11.1326
0.634078	2.80277
10.9668	4.10788
4.51791	10.8192
11.8967	13.9751
7.4937	2.93914
1.61928	5.55376
4.46877	10.4643
4.54329	0.269996
3.97525	1.76129
11.6904	4.13222
4.28964	2.44301
7.53369	5.801
8.87867	13.7066
3.8087	2.16695
6.47318	11.8128
2.2789	5.40972
8.30625	12.0699
1.31718	4.69355
2.24942	5.96348
7.7278	10.4544
10.7737	0.196365
4.36938	9.14484
3.58299	9.1881
0.557966	1.50339
12.6224	11.3757
4.26184	0.425829
13.6561	9.74489
11.9532	1.89125
8.26999	8.04149
6.24571	1.15638
7.19973	2.43345
10.2735	9.77341
1.41789	4.21102
9.36275	11.9798
8.91979	4.02962
5.46237	8.01857
1.19011	6.83092
11.9139	11.4935
6.04263	4.36805
8.05445	1.12457
14.0384	11.5327
6.68704	11.9564
8.39358	7.10589
1.71897	10.6421
2.86358	11.1969
5.86807	3.19092
12.7498	7.02388
6.75015	7.29887
2.22361	8.88288
6.21665	6.71322
13.2748	3.12956
8.13813	2.95686
11.9556	5.83374
5.10861	3.17648
6.4643	8.61822
1.73848	10.0808
13.2064	2.52156
5.69668	5.64388
5.33425	5.79401
1.81221	12.6602
2.85133	8.29219
8.14739	0.341163
9.75838	5.8157
7.62521	3.80817
5.31992	13.2396
10.3363	13.746
1.4121	2.61042
11.4973	9.72511
8.91203	0.201868
2.87959	2.08498
8.99084	8.33172
8.71122	5.21924
3.17771	5.11601
10.4852	13.4247
13.445	7.92555
2.62902	2.06848
11.2095	4.74467
12.5013	5.18026
12.5795	12.3456
6.39144	5.92723
0.0023719	9.17498
7.09867	3.45557
3.79316	7.94697
7.81459	7.75388
8.66627	9.45466
8.23997	4.69326
10.7024	11.3064
9.11772	1.08598
5.61803	2.63778
7.71261	6.69444
11.0571	5.53738
5.92181	10.5268
6.91038	9.60549
13.2555	11.4151
6.89995	1.81323
13.2323	12.7809
8.2198	8.85796
10.4995	2.44713
0.238889	10.0814
10.133	9.37437
6.67526	3.34532
13.8035	2.73405
11.294	11.9439
13.5099	14.1374
4.75964	4.42605
0.205029	4.49675
11.8839	10.9618
12.1747	14.0519
13.8447	0.2812
11.9476	6.49967
4.52728	11.3634
4.57224	13.2044
9.34469	9.52975
5.51259	13.7424
9.86833	5.68604
13.3133	0.154859
4.75435	2.5193
6.43862	1.98632
12.2729	13.6288
3.9378	3.77465
7.7953	13.4773
5.3495	13.6388
9.28951	5.39816
4.10557	11.6029
9.64507	11.3151
5.33613	10.8187
9.45917	10.1341
0.363602	3.9061
10.8986	9.82553
11.4119	11.8498
8.15695	13.313
10.0869	4.78994
7.15646	3.74534
6.0026	6.59824
3.09103	6.63368
9.34326	5.52959
9.62705	1.57533
0.257976	11.9635
3.08664	4.99387
8.05422	0.19843
0.467517	3.24254
0.466669	9.80235
12.9616	6.54927
11.9919	11.5671
2.76831	2.98066
1.59468	4.89073
1.0817	10.9598
4.29935	10.7297
0.16438	8.00736
10.7478	9.99861
7.13449	10.963
5.20892	6.35435
3.217	2.69976
5.54834	1.84629
5.68936	8.20315
4.22366	9.82841
6.87497	2.78639
2.26733	0.602177
2.72179	10.3663
7.712	11.7263
8.55494	9.60793
2.73261	11.3417
5.87641	10.9668
0.864959	7.13688
1.8766	1.68256
4748
25
9509
